,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
47,852552001,CE - Manon hairpin V6,Hair clip,Accessories,Glittering/Metallic,Gold,Special Offers,CONSCIOUS EXCLUSIVE. Coral-shaped hair pin made partly from recycled metal decorated with faceted glass rhinestones. Length approx. 15 cm.,"The name of this product is CE - Manon hairpin V6. It is a Accessories , more specifically it is a Gold     Special Offers, Hair clip. The graphical appearance of the product is Glittering/Metallic","The name of this product is CE - Manon hairpin V6. It is a Accessories , more specifically it is a Gold     Special Offers, Hair clip. The graphical appearance of the product is Glittering/Metallic 
 More details: 
CONSCIOUS EXCLUSIVE. Coral-shaped hair pin made partly from recycled metal decorated with faceted glass rhinestones. Length approx. 15 cm."
48,889575001,Johan rollerneck,Sweater,Garment Upper body,Melange,Black,Knitwear,Polo-neck jumper in a cotton knit with long sleeves and ribbing at the cuffs and hem.,"The name of this product is Johan rollerneck. It is a Garment Upper body , more specifically it is a Black     Knitwear, Sweater. The graphical appearance of the product is Melange","The name of this product is Johan rollerneck. It is a Garment Upper body , more specifically it is a Black     Knitwear, Sweater. The graphical appearance of the product is Melange 
 More details: 
Polo-neck jumper in a cotton knit with long sleeves and ribbing at the cuffs and hem."
49,696896001,Una Tee,T-shirt,Garment Upper body,Placement print,Dark Grey,Unknown,"Wide-fitting sports top in fast-drying functional fabric with a print motif on the front, short cap sleeves and a rounded hem.","The name of this product is Una Tee. It is a Garment Upper body , more specifically it is a Dark Grey     Unknown, T-shirt. The graphical appearance of the product is Placement print","The name of this product is Una Tee. It is a Garment Upper body , more specifically it is a Dark Grey     Unknown, T-shirt. The graphical appearance of the product is Placement print 
 More details: 
Wide-fitting sports top in fast-drying functional fabric with a print motif on the front, short cap sleeves and a rounded hem."
50,808662002,Noor PQ sandal,Sandals,Shoes,All over pattern,Yellow,Shoes,"Slides with wide, crossover straps at the front. The top strap is adjustable and has a round covered metal buckle. Leather insoles and rubber soles.","The name of this product is Noor PQ sandal. It is a Shoes , more specifically it is a Yellow     Shoes, Sandals. The graphical appearance of the product is All over pattern","The name of this product is Noor PQ sandal. It is a Shoes , more specifically it is a Yellow     Shoes, Sandals. The graphical appearance of the product is All over pattern 
 More details: 
Slides with wide, crossover straps at the front. The top strap is adjustable and has a round covered metal buckle. Leather insoles and rubber soles."
51,456163021,Woody (1),Hoodie,Garment Upper body,Solid,Blue,Jersey Basic,"Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.","The name of this product is Woody (1). It is a Garment Upper body , more specifically it is a Blue     Jersey Basic, Hoodie. The graphical appearance of the product is Solid","The name of this product is Woody (1). It is a Garment Upper body , more specifically it is a Blue     Jersey Basic, Hoodie. The graphical appearance of the product is Solid 
 More details: 
Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem."
52,866657001,Ellen 3p bikini,Underwear bottom,Underwear,Solid,Black,"Under-, Nightwear","Bikini briefs in soft, organic cotton jersey with a mid waist, lined gusset and medium coverage at the back.","The name of this product is Ellen 3p bikini. It is a Underwear , more specifically it is a Black     Under-, Nightwear, Underwear bottom. The graphical appearance of the product is Solid","The name of this product is Ellen 3p bikini. It is a Underwear , more specifically it is a Black     Under-, Nightwear, Underwear bottom. The graphical appearance of the product is Solid 
 More details: 
Bikini briefs in soft, organic cotton jersey with a mid waist, lined gusset and medium coverage at the back."
53,535388004,Cotton eye shirt,Shirt,Garment Upper body,Solid,Dark Grey,Dresses Ladies,"Wide shirt in a soft weave with a collar, button placket, dropped shoulders, long sleeves and buttoned cuffs. Yoke with a pleat at the back, and a rounded hem with slits in the sides. Longer at the back.","The name of this product is Cotton eye shirt. It is a Garment Upper body , more specifically it is a Dark Grey     Dresses Ladies, Shirt. The graphical appearance of the product is Solid","The name of this product is Cotton eye shirt. It is a Garment Upper body , more specifically it is a Dark Grey     Dresses Ladies, Shirt. The graphical appearance of the product is Solid 
 More details: 
Wide shirt in a soft weave with a collar, button placket, dropped shoulders, long sleeves and buttoned cuffs. Yoke with a pleat at the back, and a rounded hem with slits in the sides. Longer at the back."
54,688771001,Flirty Heart Bride aliceband,Hair/alice band,Accessories,Solid,Gold,Accessories,Satin-covered Alice band with glittery appliqués on the top.,"The name of this product is Flirty Heart Bride aliceband. It is a Accessories , more specifically it is a Gold     Accessories, Hair/alice band. The graphical appearance of the product is Solid","The name of this product is Flirty Heart Bride aliceband. It is a Accessories , more specifically it is a Gold     Accessories, Hair/alice band. The graphical appearance of the product is Solid 
 More details: 
Satin-covered Alice band with glittery appliqués on the top."
55,641891001,Joffrey bomber,Jacket,Garment Upper body,Solid,Black,Outdoor,"Padded bomber jacket in woven fabric with a slight sheen. Small, ribbed stand-up collar, zip down the front, side pockets and ribbing at the cuffs and hem. Lined.","The name of this product is Joffrey bomber. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is Solid","The name of this product is Joffrey bomber. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is Solid 
 More details: 
Padded bomber jacket in woven fabric with a slight sheen. Small, ribbed stand-up collar, zip down the front, side pockets and ribbing at the cuffs and hem. Lined."
56,599521001,Studio 55 Top,Top,Garment Upper body,Application/3D,Black,Dresses Ladies,Backless jersey top with small round studs and ties at the neck and hem.,"The name of this product is Studio 55 Top. It is a Garment Upper body , more specifically it is a Black     Dresses Ladies, Top. The graphical appearance of the product is Application/3D","The name of this product is Studio 55 Top. It is a Garment Upper body , more specifically it is a Black     Dresses Ladies, Top. The graphical appearance of the product is Application/3D 
 More details: 
Backless jersey top with small round studs and ties at the neck and hem."
57,669710003,SPARKLING TANK,Vest top,Garment Upper body,Glittering/Metallic,Black,Blouses,"Pleated top in woven fabric containing glittery threads in a narrow cut at the top with short, narrow shoulder straps, and a faceted button at the back. Lined.","The name of this product is SPARKLING TANK. It is a Garment Upper body , more specifically it is a Black     Blouses, Vest top. The graphical appearance of the product is Glittering/Metallic","The name of this product is SPARKLING TANK. It is a Garment Upper body , more specifically it is a Black     Blouses, Vest top. The graphical appearance of the product is Glittering/Metallic 
 More details: 
Pleated top in woven fabric containing glittery threads in a narrow cut at the top with short, narrow shoulder straps, and a faceted button at the back. Lined."
58,630851005,BEANIE KNIT MALTE LATE,Hat/beanie,Accessories,Stripe,Dark Orange,Accessories,Hat in a soft knit with a pompom on the top and earflaps. Fleece lining.,"The name of this product is BEANIE KNIT MALTE LATE. It is a Accessories , more specifically it is a Dark Orange     Accessories, Hat/beanie. The graphical appearance of the product is Stripe","The name of this product is BEANIE KNIT MALTE LATE. It is a Accessories , more specifically it is a Dark Orange     Accessories, Hat/beanie. The graphical appearance of the product is Stripe 
 More details: 
Hat in a soft knit with a pompom on the top and earflaps. Fleece lining."
59,840607003,Nicole,Blouse,Garment Upper body,All over pattern,Light Beige,Blouses,Fitted top in a linen and viscose weave with a sweetheart neckline and short puff sleeves with elastication at the shoulders and hems.,"The name of this product is Nicole. It is a Garment Upper body , more specifically it is a Light Beige     Blouses, Blouse. The graphical appearance of the product is All over pattern","The name of this product is Nicole. It is a Garment Upper body , more specifically it is a Light Beige     Blouses, Blouse. The graphical appearance of the product is All over pattern 
 More details: 
Fitted top in a linen and viscose weave with a sweetheart neckline and short puff sleeves with elastication at the shoulders and hems."
