"article_id","prod_name","product_type_name","product_group_name","graphical_appearance_name","colour_group_name","garment_group_name","detail_desc"
"0716211002","Aurora Fancy","Sweater","Garment Upper body","Application/3D","Light Pink","Jersey Fancy","Long-sleeved top in soft pile with a reversible sequin motif (sizes 1½-3Y with normal sequins). Ribbing around the neckline, cuffs and hem."
"0544428001","Elaine Lace tights","Underwear Tights","Socks & Tights","Lace","Black","Socks and Tights","Lace tights with an elasticated waist."
"0781078009","Kimmi blazer(1)","Blazer","Garment Upper body","Other structure","Off White","Dressed","Fitted, double-breasted jacket in woven fabric with notch lapels, jetted front pockets and a single back vent. Lined."
"0870665001","Pony sneaker SB","Sneakers","Shoes","Chambray","Light Turquoise","Shoes","Trainer sandals in cotton canvas with a hook and loop tab at the front and small loop at the back. Cotton canvas linings and insoles and patterned soles."
"0395730038","VIOLA 2-pack","Polo shirt","Garment Upper body","Mixed solid/pattern","White","Jersey Basic","Long-sleeved, polo-neck tops in organic cotton jersey."
"0893119001","Ubbe Softshell Anorak","Jacket","Garment Upper body","Solid","Black","Outdoor","Softshell popover jacket in windproof, water-repellent functional fabric with folded seams. Lined hood and a zip and wind flap with a hook and loop fastening at the top. Diagonal, zipped front pockets, an adjustable hook and loop fastening at the cuffs, and an elasticated drawstring at the hem. Slightly longer at the back. Lined. The jacket has a water-repellent coating without fluorocarbons."
"0874113002","Zebra sweat - TVP","Sweater","Garment Upper body","Colour blocking","Light Purple","Jersey Fancy","Top in sweatshirt fabric made from a cotton blend. Wide, raglan sleeves and ribbing at the cuffs and hem."
"0503809002","Odessa l/s shirt","Shirt","Garment Upper body","Other structure","Light Blue","Shirts","Long-sleeved shirt in a woven cotton blend with an easy-iron finish. Turn-down collar and buttons down the front and at the cuffs."
"0522183001","Chuck Highshaft","Boots","Shoes","Solid","Black","Shoes","Warm-lined boots in imitation suede with a knee-high shaft. Elastic and a zip on one side, fabric linings and insoles and chunky rubber soles. Heel 3.5 cm."
"0644065001","AK CHILI cardigan","Cardigan","Garment Upper body","Solid","Dark Beige","Knitwear","Cardigan in a soft knit containing some wool with a V-neck and buttons down the front. Low dropped shoulders, long balloon sleeves and wide ribbing around the opening and cuffs."
"0761343002","College body","Vest top","Garment Upper body","Solid","Light Yellow","Jersey Fancy","Body in ribbed jersey with a round neck at the front and low-cut back. Shoulder straps with plastic rings, and concealed press-studs at the crotch."
"0683045001","Cardamom Suspenderbelt","Nipple covers","Underwear","Lace","Dark Red","Under-, Nightwear","Lace suspender belt to hold nylon stockings up with elastication at the top and an adjustable fastening at the back."
"0901318002","Wilde high shaft","Boots","Shoes","Solid","Dark Orange","Shoes","Knee-high boots in imitation leather with square toes and high heels. Satin linings made from recycled polyester, imitation leather insoles and rubber soles. Heel 9 cm."
"0711593005","ED Chip","Sweater","Garment Upper body","Melange","Off White","Knitwear","Oversized jumper in a soft knit containing some wool with a ribbed polo neck, low dropped shoulders and long sleeves. Straight hem with slits in the sides. Slightly longer at the back."
"0614253001","SW Molly UV set","Swimsuit","Swimwear","All over pattern","Light Blue","Accessories","Swim pants and a swim top in UV-protective fabric. Patterned top with long raglan sleeves. Bottoms with a frill at the top and lined gusset. UPF 50."
"0554598009","Nora T-shirt","T-shirt","Garment Upper body","Melange","Dark Blue","Jersey Basic","T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem."
"0785796002","Cap Paco Solid 2","Cap/peaked","Accessories","Solid","Light Grey","Accessories","Cap in cotton twill with an adjustable plastic fastener at the back."
"0677817002","Peggy","Top","Garment Upper body","Solid","Dark Blue","Jersey Fancy","Top in lightweight sweatshirt fabric with an embroidered motif, dropped shoulders, long sleeves, ribbing around the neckline and cuffs, and a lace trim at the hem."
"0830143002","Carmen shorts","Shorts","Garment Lower body","Solid","Dark Blue","Woven/Jersey/Knitted mix Baby","Shorts in a soft, airy cotton weave with covered elastication at the back of the waist, decorative tabs with a button at the front and sewn-in turn-ups at the hems."
"0701050003","Charlotte strappy thong","Underwear bottom","Underwear","Lace","Red","Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, wide sides with decorative straps, and a string back."
"0695632005","Gyda-","Blouse","Garment Upper body","All over pattern","Light Beige","Blouses","Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
"0740330002","Cissel jersey trs flared RW","Trousers","Garment Lower body","Solid","Dark Blue","Jersey Fancy","Trousers in soft velour corduroy with a high, elasticated waist, a fake welt back pocket and slim legs with sewn-in creases down the front and a flare to the hems."
"0892192001","LEONORE wraptop","Top","Garment Upper body","All over pattern","Grey","Accessories","Cropped top in a soft, fine knit with a wrapover front and long sleeves."
"0345830036","2P Tanktop body girly","Bodysuit","Garment Upper body","All over pattern","White","Jersey Basic","Bodysuits in soft organic cotton jersey with narrow shoulder straps and press-studs at the crotch."
"0843012001","Dalston shirt","Blouse","Garment Upper body","Solid","Beige","Blouses","Long shirt in a soft cotton weave with a collar, concealed button placket at the front and yoke with a pleat at the back. Long sleeves with gathered, buttoned cuffs, a wide, detachable tie belt at the waist, and a rounded hem."
"0578876001","HAMILTON P5","T-shirt","Garment Upper body","Front print","White","Jersey Fancy","T-shirt in soft, printed cotton jersey with a ribbed neckline and slits at the hem."
"0735724001","AK TIN TRAPEZE DRESS D3","Dress","Garment Full body","Stripe","Light Beige","Dresses Ladies","Wide, straight-cut dress in cotton jersey with dropped shoulders, short sleeves and a seam and wide flounce at the hem."
"0557668002","Maria Pom Pom Beanie","Hat/beanie","Accessories","Solid","Black","Accessories","Hat in a soft, chunky knit with a faux fur pompom on top."
"0806140001","Eva SET","Garment Set","Garment Full body","Front print","White","Jersey Fancy","Set with a T-shirt and pair of cycling shorts in soft cotton jersey. T-shirt with a print motif on the front and a narrow trim around the neckline. Cycling shorts with an elasticated waist."
"0583647001","Gina Blouse","Blouse","Garment Upper body","Solid","Dark Blue","Blouses","Blouse in woven fabric with an opening and ties at the top, seams at the shoulders and wide sleeves with narrow elastication at the cuffs. Seam under the bust with sewn-in ties at the back and a flare to the hem."
"0665587004","Coral jumpsuit J.","Jumpsuit/Playsuit","Garment Full body","All over pattern","Dark Green","Dresses Ladies","Playsuit in patterned jersey with narrow shoulder straps and decorative crossover straps at the back. Elasticated seam at the waist and short, wide legs."
"0733123004","Riviera dress SS","Dress","Garment Full body","Solid","Black","Dresses Ladies","Short dress in a viscose weave with lace trims. V-neck opening at the top, a round neckline with twisted ties and 3/4-length balloon sleeves with narrow cuffs. Unlined."
"0914960001","Mallow dresss","Dress","Garment Full body","Solid","Orange","Dresses Ladies","Long, sleeveless dress in softly draping satin. Narrow cut at the top with pleats and short shoulder straps. Small opening at the front with a button at the top, a narrow tie belt at the waist and slits in the sides. Lined. The polyester content of the outer fabric of the dress is partly recycled."
"0676191002","Bennet velvet pull on","Trousers","Garment Lower body","Solid","Dark Blue","Trousers","Velour ankle-length trousers in a straight fit with a regular waist that is elasticated at the back, side pockets, a fake fly and tapered legs."
"0662369026","MAX CHECKS AND STRIPES 3PK","Underwear bottom","Underwear","Mixed solid/pattern","Blue","Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
"0587759005","Henry dress","Dress","Garment Full body","Stripe","Light Pink","Jersey Fancy","Short dress in stretch, patterned viscose jersey with a deep V-neck and draped wrapover at the front with pleats and a concealed button. Elasticated seam at the waist with an asymmetric flounced trim and a gently bell-shaped skirt that is longer at one side. Partly lined in jersey."
"0599580022","Timeless Midrise Brief","Swimwear bottom","Swimwear","Stripe","Blue","Swimwear","Fully lined bikini bottoms with a mid waist and medium coverage at the back."
"0730863011","Skinny Malcolm Zip Fly","Trousers","Garment Lower body","Denim","White","Trousers Denim","5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
"0746308013","BOAZ L/S","T-shirt","Garment Upper body","Front print","Black","Jersey Fancy","Long-sleeved top in soft, printed cotton jersey with a round, ribbed neckline."
"0921732001","Temple dress","Dress","Garment Full body","All over pattern","Black","Jersey Fancy","Short, fitted dress in draped jersey with a stand-up collar, concealed zip at the back and long sleeves."
"0804070001","Como knitted jumper","Sweater","Garment Upper body","Solid","White","Knitwear","Jumper in a soft, rib-knit wool blend with a high collar, large buttons over the shoulders, long, wide sleeves and wide ribbing at the cuffs and hem. The jumper can also be worn as a gilet by unbuttoning the sleeves."
"0649544001","CS Lerum","Blouse","Garment Upper body","Stripe","Orange","Blouses","Wide blouse in pattern-weave viscose with trumpet sleeves, an opening at the front with a small frilled collar and ties at the top with tasselled ends. Flounces front and back."
"0747737003","B Leila Sarong","Sarong","Swimwear","Solid","Yellow","Swimwear","Sarong in an airy weave. Size 130x150 cm."
"0571436007","Tess Tee","T-shirt","Garment Upper body","Solid","Green","Jersey Basic","Long T-shirt in jersey with sewn-in turn-ups on the sleeves."
"0679687045","Eivor 7pk shaftless SG","Socks","Socks & Tights","Solid","Grey","Socks and Tights","Fine-knit trainer socks in a soft cotton blend with elasticated tops."
"0920016001","PETITE Merry HW Slim Mom dnm","Trousers","Garment Lower body","Denim","Light Blue","Trousers","5-pocket, ankle-length jeans in washed, stretch denim with a high waist, button fly and slim, straight legs."
"0628924002","CHLOE","Blouse","Garment Upper body","Embroidery","Black","Blouses","Short, off-the-shoulder blouse in a cotton weave with broderie anglaise. Short sleeves with smocked trims and smocking at the top and hem. Unlined."
"0504155015","Kirsten","Sweater","Garment Upper body","Solid","Light Beige","Knitwear","Jumper in a cable-knit cotton blend with ribbing around the neckline, cuffs and hem."
"0664994001","ZIMMER FANCY cardi CC","Cardigan","Garment Upper body","Melange","Grey","Jersey Fancy","V-neck cardigan in marled sweatshirt fabric with a shawl collar, buttons down the front, side pockets, elbow patches and ribbing at the cuffs and hem. Soft brushed inside."
"0861564002","ED Felix trs","Trousers","Garment Lower body","Solid","Yellow","Trousers","Ankle-length trousers in a woven viscose blend. High waist with pleats at the front and covered elastication at the back, and a zip fly and button. Side pockets, fake back pockets with a button, and tapered legs with creases."
